Key,English,Polish
PROPSKILL_TXT_000299,Does damage to the enemy over a period of time,Podpala ziemię by zadawać ciągłe obrażenia wrogom w zasięgu.
PROPSKILL_TXT_000300,Poison,Poison
PROPSKILL_TXT_000301,Damages an enemy over a period of time and reduces their ability to heal.,Zadaje wrogowi obrażenia przez pewien czas i zmniejsza jego zdolność do leczenia.
PROPSKILL_TXT_000302,Stun,Stun
PROPSKILL_TXT_000303,You are stunned and cannot move.,You are stunned and cannot move.
PROPSKILL_TXT_000304,Bleeding,Bleeding
PROPSKILL_TXT_000305,Damages an enemy over a period of time and reduces their attack speed.,Zadaje wrogowi obrażenia przez pewien czas i zmniejsza jego szybkość ataku.
PROPSKILL_TXT_000306,Steal HP,Kradnie HP
PROPSKILL_TXT_000307,Drains life from an enemy.,Tnie przeciwnika i kradnie jego siłę życiową z rany.
PROPSKILL_TXT_000308,Swordcross,Swordcross
PROPSKILL_TXT_000310,Poison Sting,Poison Sting
PROPSKILL_TXT_000313,Damages an enemy over a period of time.,Damages an enemy over a period of time.
PROPSKILL_TXT_000314,Chill of Death,Chill of Death
PROPSKILL_TXT_000315,Decreases attack speed and increases the casting time.,Decreases attack speed and increases the casting time.
PROPSKILL_TXT_000319,You fainted.,Zemdlałeś.
PROPSKILL_TXT_000320,Krrr's Poison,Trucizna Krrr's
PROPSKILL_TXT_000324,Berserker Mushroom,Berserker Mushroom
PROPSKILL_TXT_000325,Increases striking power and attack speed.,Zwiększa siłę uderzenia i szybkość ataku.
PROPSKILL_TXT_000326,Protective Tree Bark,Protective Tree Bark
PROPSKILL_TXT_000327,Increases defense by wrapping the body in tree bark.,Zwiększa obronę poprzez owinięcie ciała korą drzewa.
PROPSKILL_TXT_000328,Buff Break,Buff Break
PROPSKILL_TXT_000330,Buff Break X,Buff Break X
PROPSKILL_TXT_000350,Burn,Płonięcie
PROPSKILL_TXT_000351,Damages the target continuously over time.,Cel otrzymuje ciągłe obrażenia.
PROPSKILL_TXT_000380,Shield Bash,Grzmotnięcie Tarczą
PROPSKILL_TXT_000381,Attacks the target with a shield. This attack has a chance to stun your enemy. Requires a shield.,Atakuje cel tarczą. Ten atak ma szansę na ogłuszenie przeciwnika. Wymaga tarczy.
PROPSKILL_TXT_000378,Grand Rage,Grand Rage
PROPSKILL_TXT_000379,Strong One-Handed attack that converts 5% of the damage you deal into FP stolen from the enemy.,Strong One-Handed attack that converts 5% of the damage you deal into FP stolen from the enemy.
PROPSKILL_TXT_000384,Heart of Fury,Heart of Fury
PROPSKILL_TXT_000385,Increases fighting cababilities at the cost of 1% of your maximum FP each strike. Damage will increase by 10% of your maximum FP. Requires a one-handed weapon.,Increases fighting cababilities at the cost of 1% of your maximum FP each strike. Damage will increase by 10% of your maximum FP. Requires a one-handed weapon.
PROPSKILL_TXT_100000,Moon Beam,Moon Beam
PROPSKILL_TXT_100001,Calls upon the moon to weaken the target. All damage done to the target while this de-buff is active is increased.,Calls upon the moon to weaken the target. All damage done to the target while this de-buff is active is increased.
PROPSKILL_TXT_100002,Shade's Support,Shade's Support
PROPSKILL_TXT_100003,Protects the monster from stun and rooting de-buffs.,Protects the monster from stun and rooting de-buffs.
PROPSKILL_TXT_100004,Shade's Boost,Shade's Boost
PROPSKILL_TXT_100005,Increases the monster's speed.,Increases the monster's speed.
PROPSKILL_TXT_100006,Dragon's Grace,Dragon's Grace
PROPSKILL_TXT_100007,The Dragon's grace awakens your attack power.,The Dragon's grace awakens your attack power.
PROPSKILL_TXT_100008,Lion's Grace,Lion's Grace
PROPSKILL_TXT_100009,The Lion's grace awakens your health.,The Lion's grace awakens your health.
PROPSKILL_TXT_100010,Tiger's Grace,Tiger's Grace
PROPSKILL_TXT_100011,The Tiger's grace awakens your critical damage.,The Tiger's grace awakens your critical damage.
PROPSKILL_TXT_100012,Fox's Grace,Fox's Grace
PROPSKILL_TXT_100013,The Fox's grace awakens your skill damage and casting speed.,The Fox's grace awakens your skill damage and casting speed.
PROPSKILL_TXT_100014,Rabbit's Grace,Rabbit's Grace
PROPSKILL_TXT_100015,The Rabbit's grace awakens your speed.,The Rabbit's grace awakens your speed.
PROPSKILL_TXT_100016,Griffin's Grace,Griffin's Grace
PROPSKILL_TXT_100017,The Griffin's grace awakens your incoming damage negation.,The Griffin's grace awakens your incoming damage negation.
PROPSKILL_TXT_100018,Unicorn's Grace,Unicorn's Grace
PROPSKILL_TXT_100019,The Unicorn's grace awakens your block rate.,The Unicorn's grace awakens your block rate.
PROPSKILL_TXT_100020,Angel's Grace,Angel's Grace
PROPSKILL_TXT_100021,The Angel's grace awakens your critical damage.,The Angel's grace awakens your critical damage.
PROPSKILL_TXT_100022,King Crab's Grace,King Crab's Grace
PROPSKILL_TXT_100023,The King Crab's grace awakes your block penetration.,The King Crab's grace awakes your block penetration.
PROPSKILL_TXT_100024,Call of Fury,Call of Fury
PROPSKILL_TXT_100025,A loud call that disrupts the target and forces them and nearby enemies to target you.,A loud call that disrupts the target and forces them and nearby enemies to target you.
PROPSKILL_TXT_100026,Heart of Sacrifice,Heart of Sacrifice
PROPSKILL_TXT_100027,Redirect damage taken from a target player to yourself.,Redirect damage taken from a target player to yourself.
PROPSKILL_TXT_000392,Rending Entry,Rending Entry
PROPSKILL_TXT_000393,"Teleport to your cursor click position, dealing damage to nearby enemies. Chance to slow the enemy. If an enemy dies to this attack, Rending Entry's cooldown is reset.","Teleport to your cursor click position, dealing damage to nearby enemies. Chance to slow the enemy. If an enemy dies to this attack, Rending Entry's cooldown is reset."
PROPSKILL_TXT_000394,Barrier of Life,Barrier of Life
PROPSKILL_TXT_000395,The target will block the next incoming hit no matter what.,The target will block the next incoming hit no matter what.
PROPSKILL_TXT_000430,Gravity Well,Gravity Well
PROPSKILL_TXT_000431,Creates a gravity well at your cursor position that considerably slows enemies in the area.,Creates a gravity well at your cursor position that considerably slows enemies in the area.
PROPSKILL_TXT_000440,Eye of the Storm,Eye of the Storm
PROPSKILL_TXT_000441,"Summon a tornado around yourself, pushing back nearby enemies and creating a barrier which blocks people from reaching you.","Summon a tornado around yourself, pushing back nearby enemies and creating a barrier which blocks people from reaching you."
PROPSKILL_TXT_000424,Sury's Tenacity,Sury's Tenacity
PROPSKILL_TXT_000425,"Become immune to crowd control at the cost of losing your ability to cast skills, and increased incoming healing.","Become immune to crowd control at the cost of losing your ability to cast skills, and increased incoming healing."
PROPSKILL_TXT_000400,Jester's Blast,Jester's Blast
PROPSKILL_TXT_000401,"Plant a time bomb on the target, exploding after a few seconds and dealing damage to nearby enemies. If Jester's Blast is recasted on the same target, it will prompt an early detonation for reduced damage and range.","Plant a time bomb on the target, exploding after a few seconds and dealing damage to nearby enemies. If Jester's Blast is recasted on the same target, it will prompt an early detonation for reduced damage and range."
PROPSKILL_TXT_000402,Boomburst,Boomburst
PROPSKILL_TXT_000403,Long range shot that sends a shockwave in an area around the target. This attack knocks enemies around the affected target down.,Long range shot that sends a shockwave in an area around the target. This attack knocks enemies around the affected target down.
PROPSKILL_TXT_000404,Raon's Fire,Raon's Fire
PROPSKILL_TXT_000405,Reduces fire resistance by 20%.,Reduces fire resistance by 20%.
PROPSKILL_TXT_000406,Herness' Water,Herness' Water
PROPSKILL_TXT_000407,Reduces water resistance by 20%.,Reduces water resistance by 20%.
PROPSKILL_TXT_000408,Ishirut's Spark,Ishirut's Spark
PROPSKILL_TXT_000409,Reduces electric resistance by 20%.,Reduces electric resistance by 20%.
PROPSKILL_TXT_000410,Shelid's Earth,Shelid's Earth
PROPSKILL_TXT_000411,Reduces earth resistance by 20%.,Reduces earth resistance by 20%.
PROPSKILL_TXT_000412,Ipuli's Breath,Ipuli's Breath
PROPSKILL_TXT_000413,Reduces wind resistance by 20%.,Reduces wind resistance by 20%.
PROPSKILL_TXT_100028,Lifesteal,Pochłanianie Obrażeń
PROPSKILL_TXT_100029,Mysterious Energy,Mysterious Energy
PROPSKILL_TXT_100030,A mysterious magic energy is preventing you from moving.,A mysterious magic energy is preventing you from moving.
PROPSKILL_TXT_100031,Bolstered,Bolstered
PROPSKILL_TXT_100032,Your defenses are enhanced.,Your defenses are enhanced.
PROPSKILL_TXT_100033,Explode,Explode
PROPSKILL_TXT_100034,Curse of the Drowned Rangda,Curse of the Drowned Rangda
PROPSKILL_TXT_100035,"Monsters have increased attack, and increased incoming damage.","Monsters have increased attack, and increased incoming damage."
PROPSKILL_TXT_100036,Shade's Cruel Bargain,Shade's Cruel Bargain
PROPSKILL_TXT_100037,"All monsters explode on death, but have more drop rate.","All monsters explode on death, but have more drop rate."
PROPSKILL_TXT_100038,Iblis Touched,Iblis Touched
PROPSKILL_TXT_100039,"Monsters reflect damage, but have more drop rate.","Monsters reflect damage, but have more drop rate."
PROPSKILL_TXT_100040,Rhisis' Assistance,Rhisis' Assistance
PROPSKILL_TXT_100041,"Monsters regenerate a percentage of their health per second, but give more experience.","Monsters regenerate a percentage of their health per second, but give more experience."
PROPSKILL_TXT_100042,"Monsters have increased speed, but increased damage taken.","Monsters have increased speed, but increased damage taken."
PROPSKILL_TXT_100043,Dagger from Within,Dagger from Within
PROPSKILL_TXT_100044,"Monsters have more critical chance, but give more experience.","Monsters have more critical chance, but give more experience."
PROPSKILL_TXT_100045,Phantom Pain,Phantom Pain
PROPSKILL_TXT_100046,"Monsters have a chance to strike twice, but have more drop rate.","Monsters have a chance to strike twice, but have more drop rate."
PROPSKILL_TXT_100047,Drain of Iblis,Drain of Iblis
PROPSKILL_TXT_100048,"Monsters have lifesteal, but increased incoming damage. ","Monsters have lifesteal, but increased incoming damage. "
PROPSKILL_TXT_100049,Shade's Adrenaline,Shade's Adrenaline
PROPSKILL_TXT_100050,"Monsters attack faster, but have more drop rate. ","Monsters attack faster, but have more drop rate. "
PROPSKILL_TXT_100051,Life Linked,Life Linked
PROPSKILL_TXT_100052,This entity will not die until the target life link is below a certain HP threshold.,This entity will not die until the target life link is below a certain HP threshold.
PROPSKILL_TXT_100053,Kraken's Revenge,Kraken's Revenge
PROPSKILL_TXT_100054,Rapidly recovering health as a consequence of rage.,Rapidly recovering health as a consequence of rage.
PROPSKILL_TXT_100055,Ice Patch,Ice Patch
PROPSKILL_TXT_100056,Slowed by an ice patch.,Slowed by an ice patch.
PROPSKILL_TXT_100057,Chill of the Ghostly Emperor,Chill of the Ghostly Emperor
PROPSKILL_TXT_100058,Dungeon is covered in patches of ice that slow down. More drop rate.,Dungeon is covered in patches of ice that slow down. More drop rate.
PROPSKILL_TXT_100059,Webbed,Webbed
PROPSKILL_TXT_100060,A sticky web slows your movement.,A sticky web slows your movement.
PROPSKILL_TXT_100061,Battered,Battered
PROPSKILL_TXT_100062,A brutal strike has shattered your defenses. You take more damage than usual.,A brutal strike has shattered your defenses. You take more damage than usual.
PROPSKILL_TXT_100063,Poisoned,Poisoned
PROPSKILL_TXT_100064,Reduced the amount of healing received.,Reduced the amount of healing received.
PROPSKILL_TXT_100065,Misty Touch,Misty Touch
PROPSKILL_TXT_100066,Reduces the chance to hit.,Reduces the chance to hit.
PROPSKILL_TXT_100067,Hardened Carapace,Hardened Carapace
PROPSKILL_TXT_100068,"The enemy has predicted your movements, and is resistant to your attacks.","The enemy has predicted your movements, and is resistant to your attacks."
PROPSKILL_TXT_100069,Mind Shatter,Mind Shatter
PROPSKILL_TXT_100070,All concentration has halted. Your ability to rouse magic has been reduced.,All concentration has halted. Your ability to rouse magic has been reduced.
PROPSKILL_TXT_100071,Undying,Undying
PROPSKILL_TXT_100072,There is an entity life linked to this one.,There is an entity life linked to this one.
PROPSKILL_TXT_100073,Reflective Shell,Reflective Shell
PROPSKILL_TXT_100074,A portion of the damage dealt to this monster is reflected back to you.,A portion of the damage dealt to this monster is reflected back to you.
PROPSKILL_TXT_100075,Siren's Call,Siren's Call
PROPSKILL_TXT_100076,The Siren draws you closer. Your pain is her pain.,The Siren draws you closer. Your pain is her pain.
PROPSKILL_TXT_100077,Double Vision,Double Vision
PROPSKILL_TXT_100078,You're seeing double. And feeling double..,You're seeing double. And feeling double..
PROPSKILL_TXT_100079,Pack Tactics,Pack Tactics
PROPSKILL_TXT_100080,This monster stays loyal to the pack.,This monster stays loyal to the pack.
PROPSKILL_TXT_100081,A well of gravity considerably slows and damages you.,A well of gravity considerably slows and damages you.
PROPSKILL_TXT_100082,"This monster steals your life force, but takes 5% more damage.","This monster steals your life force, but takes 5% more damage."
PROPSKILL_TXT_100083,Curse of the Demon Lord,Curse of the Demon Lord
PROPSKILL_TXT_100084,The Demon Lord has cursed you with an overwhelming feeling of exhaustion.,The Demon Lord has cursed you with an overwhelming feeling of exhaustion.
PROPSKILL_TXT_100085,Feeling Generous,Feeling Generous
PROPSKILL_TXT_100086,This monster is feeling generous and will have an increased Drop & Exp bonus of 10%.,This monster is feeling generous and will have an increased Drop & Exp bonus of 10%.
PROPSKILL_TXT_100087,Shade's Swiftness,Shade's Swiftness
PROPSKILL_TXT_100088,"Shade is a powerful god of fear and rage, and they grant this buff to players by imbuing them with a gust of wind that enhances their reflexes and allows them to move faster.","Shade is a powerful god of fear and rage, and they grant this buff to players by imbuing them with a gust of wind that enhances their reflexes and allows them to move faster."
PROPSKILL_TXT_100089,Iblis' Fortitude,Iblis' Fortitude
PROPSKILL_TXT_100090,"Iblis is a revered god of apathy and neutrality, and they grant this buff to players by infusing them with a burst of life energy that increases their maximum health and allows them to withstand more damage.","Iblis is a revered god of apathy and neutrality, and they grant this buff to players by infusing them with a burst of life energy that increases their maximum health and allows them to withstand more damage."
PROPSKILL_TXT_100091,Bubble's Bulwark,Bubble's Bulwark
PROPSKILL_TXT_100092,"Bubble is a legendary god of joy and purity, and they grant this buff to players by creating a powerful shield that provides an extra layer of defense against enemy attacks.","Bubble is a legendary god of joy and purity, and they grant this buff to players by creating a powerful shield that provides an extra layer of defense against enemy attacks."
PROPSKILL_TXT_100093,Guild's Enhancement,Guild's Enhancement
PROPSKILL_TXT_100094,Donate G-Tokens to your guild and upgrade this enhancement's level!,Donate G-Tokens to your guild and upgrade this enhancement's level!
PROPSKILL_TXT_100095,Spiritual Overcharge Chance,Spiritual Overcharge Chance
PROPSKILL_TXT_100096,Healing Grace Chance,Healing Grace Chance
PROPSKILL_TXT_100097,Prankster's Escape Chance,Prankster's Escape Chance
PROPSKILL_TXT_100098,Last Stand Chance,Last Stand Chance
PROPSKILL_TXT_100099,Aura Burst Chance,Aura Burst Chance
PROPSKILL_TXT_100100,Supercharged,Supercharged
PROPSKILL_TXT_100101,Crackling energy envelops the target. Increases the Drop Chance and Experience of this monster by 10%.,Crackling energy envelops the target. Increases the Drop Chance and Experience of this monster by 10%.
PROPSKILL_TXT_100102,Static,Static
PROPSKILL_TXT_100103,Sparks of power drain your strength. Run away to prevent it from spreading!,Sparks of power drain your strength. Run away to prevent it from spreading!
PROPSKILL_TXT_100104,Tethered,Tethered
PROPSKILL_TXT_100105,You are bound! Make some distance to break the tether!,You are bound! Make some distance to break the tether!
PROPSKILL_TXT_100106,Slowed,Slowed
PROPSKILL_TXT_100107,Waterbomb Chance,Waterbomb Chance
PROPSKILL_TXT_100108,Jungle Fever,Jungle Fever
PROPSKILL_TXT_100109,Disease spreads through your body. Hopefully the fever breaks.,Disease spreads through your body. Hopefully the fever breaks.
PROPSKILL_TXT_100110,PlayPark's Launch Buff,PlayPark's Launch Buff
PROPSKILL_TXT_100111,Enjoy increased Experience and Drops up to Level 119!,Enjoy increased Experience and Drops up to Level 119!
PROPSKILL_TXT_100112,Artifact Power,Artifact Power
PROPSKILL_TXT_100113,My team's artifact count adds damage to Kalgas!,My team's artifact count adds damage to Kalgas!
PROPSKILL_TXT_100114,Kalgas Poison,Kalgas Poison
PROPSKILL_TXT_100115,Poison spreads through your body.,Poison spreads through your body.
PROPSKILL_TXT_100116,Kalgas' Dominance,Kalgas' Dominance
PROPSKILL_TXT_100117,Your team is being dominated! Defeat an artifact to regain power!,Your team is being dominated! Defeat an artifact to regain power!
PROPSKILL_TXT_100118,2nd Anniversary Guild's Enhancement,2nd Anniversary Guild's Enhancement
PROPSKILL_TXT_100119,Donate 2nd Anniversary Tokens to your guild and upgrade this enhancement's level!,Donate 2nd Anniversary Tokens to your guild and upgrade this enhancement's level!
PROPSKILL_TXT_100120,Poison (From Weapon),Poison (From Weapon)
PROPSKILL_TXT_100121,Stun (From Weapon),Stun (From Weapon)
PROPSKILL_TXT_100122,Bleeding (From Weapon),Bleeding (From Weapon)
PROPSKILL_TXT_100123,FP and MP recovery amount increased by 10% for 10 minutes.,FP and MP recovery amount increased by 10% for 10 minutes.
PROPSKILL_TXT_100124,Madrigal Stroll,Madrigal Stroll
PROPSKILL_TXT_100125,Movement speed increased by 5% for 10 minutes.,Movement speed increased by 5% for 10 minutes.
PROPSKILL_TXT_100126,Field Outing,Field Outing
PROPSKILL_TXT_100127,Reload the Experience Lock Gauge by 5% of the maximum.,Reload the Experience Lock Gauge by 5% of the maximum.
PROPSKILL_TXT_100128,Party Together,Party Together
PROPSKILL_TXT_100129,Party experience increased by 10% for 30 minutes. Can only be used and is only effective if both members are in the same party.,Party experience increased by 10% for 30 minutes. Can only be used and is only effective if both members are in the same party.
PROPSKILL_TXT_100130,Golden Luck,Golden Luck
PROPSKILL_TXT_100131,Drop and Penya quantity increased by 5% for 10 minutes.,Drop and Penya quantity increased by 5% for 10 minutes.
PROPSKILL_TXT_100132,Stamina Boost,Stamina Boost
PROPSKILL_TXT_100133,All stats increased by 5 for 10 minutes.,All stats increased by 5 for 10 minutes.
PROPSKILL_TXT_100134,Blessing from the Sky,Blessing from the Sky
PROPSKILL_TXT_100135,Basic flight speed increased by 3 km/h for 5 minutes.,Basic flight speed increased by 3 km/h for 5 minutes.
PROPSKILL_TXT_100136,Cheer of Love,Cheer of Love
PROPSKILL_TXT_100137,"+5% Experience, granted by your couple partner.","+5% Experience, granted by your couple partner."
PROPSKILL_TXT_100138,Happy Jump,Happy Jump
PROPSKILL_TXT_100139,Jump height increased by 50 for 10 minutes.,Jump height increased by 50 for 10 minutes.
PROPSKILL_TXT_100140,Swift Recovery,Swift Recovery
PROPSKILL_TXT_100141,Herb Gathering,Herb Gathering
PROPSKILL_TXT_100142,Gathering various herbs. ,Gathering various herbs. 
PROPSKILL_TXT_100143,Wood Cutting,Wood Cutting
PROPSKILL_TXT_100144,Cut down trees.,Cut down trees.
PROPSKILL_TXT_100145,Mining,Mining
PROPSKILL_TXT_100146,Mine various ores and gem.,Mine various ores and gem.
PROPSKILL_TXT_100147,Fishing,Fishing
PROPSKILL_TXT_100148,Fishing various fish.,Fishing various fish.
PROPSKILL_TXT_100149,Cooking,Cooking
PROPSKILL_TXT_100150,Cook various foods.,Cook various foods.
PROPSKILL_TXT_100151,Alchemy,Alchemy
PROPSKILL_TXT_100152,Produce various potions.,Produce various potions.
PROPSKILL_TXT_100153,Carpentry,Carpentry
PROPSKILL_TXT_100154,Craft furniture and other items.,Craft furniture and other items.
PROPSKILL_TXT_100155,Smithing,Smithing
PROPSKILL_TXT_100156,Create various accessories.,Create various accessories.
PROPSKILL_TXT_FWC_202501,Grinder's Blessing,Grinder's Blessing
PROPSKILL_TXT_FWC_202502,Madrigal's elites guide you!,Madrigal's elites guide you!
PROPSKILL_TXT_FWC_202503,Bubble's Fortune,Bubble's Fortune
PROPSKILL_TXT_FWC_202504,Madrigal's most fortunate guide you!,Madrigal's most fortunate guide you!
PROPSKILL_TXT_150000,Harlequin's Greeting,Harlequin's Greeting
PROPSKILL_TXT_150001,"Perform a quick step, teleporting behind your target with a swift attack.","Perform a quick step, teleporting behind your target with a swift attack."
PROPSKILL_TXT_150002,Shadow Attack,Shadow Attack
PROPSKILL_TXT_150003,"Teleport instantly to the rear of your target to deal damage. If you use the skill while invisible, the next auto attack within three seconds will be a critical hit, and the cooldown will be reduced.","Teleport instantly to the rear of your target to deal damage. If you use the skill while invisible, the next auto attack within three seconds will be a critical hit, and the cooldown will be reduced."
PROPSKILL_TXT_150004,Range Increase,Range Increase
PROPSKILL_TXT_150005,Harlequin's Charge,Harlequin's Charge
PROPSKILL_TXT_150006,Gather strength to perform a powerful charging attack against a single enemy.,Gather strength to perform a powerful charging attack against a single enemy.
PROPSKILL_TXT_150007,Increased Damage,Increased Damage
PROPSKILL_TXT_150008,Reduced Charge Time,Reduced Charge Time
PROPSKILL_TXT_150009,Reduced Cooldown,Reduced Cooldown
PROPSKILL_TXT_150010,Alter Ego,Alter Ego
PROPSKILL_TXT_150011,"Become invisible and spawn a clone at your position which runs in a random direction, reflects damage, and explodes upon death.","Become invisible and spawn a clone at your position which runs in a random direction, reflects damage, and explodes upon death."
PROPSKILL_TXT_150012,Maintain Ego,Maintain Ego
PROPSKILL_TXT_150014,Special Yo-Yo Mastery,Special Yo-Yo Mastery
PROPSKILL_TXT_150015,"Increases auto attack damage, multistrike chance, and Yo-Yo range when used.","Increases auto attack damage, multistrike chance, and Yo-Yo range when used."
PROPSKILL_TXT_150016,Auto Attack,Automatyczny atak
PROPSKILL_TXT_150017,Range,Range
PROPSKILL_TXT_150018,Multistrike,Multistrike
PROPSKILL_TXT_150019,Critical Yo-Yo Mastery,Critical Yo-Yo Mastery
PROPSKILL_TXT_150020,String Yo-Yo Mastery,String Yo-Yo Mastery
PROPSKILL_TXT_150021,Critical Stab,Critical Stab
PROPSKILL_TXT_150022,"Your critical chance is lowered, but critical damage is increased.","Your critical chance is lowered, but critical damage is increased."
PROPSKILL_TXT_150024,Increased Duration,Increased Duration
PROPSKILL_TXT_150026,Shadow Strike,Shadow Strike
PROPSKILL_TXT_150027,Attacking from behind while invisible deals additional damage.,Attacking from behind while invisible deals additional damage.
PROPSKILL_TXT_150028,Agility,Agility
PROPSKILL_TXT_150029,Movement speed temporarily increases after leaving invisibility.,Movement speed temporarily increases after leaving invisibility.
PROPSKILL_TXT_150030,Concentration [Nen],Concentration [Nen]
PROPSKILL_TXT_150031,Focus your mind to gain Nen when used. Can gain up to 10 Nen with this skill. The effects of Nen stacks are multiplied by the number of stacks you currently have.,Focus your mind to gain Nen when used. Can gain up to 10 Nen with this skill. The effects of Nen stacks are multiplied by the number of stacks you currently have.
PROPSKILL_TXT_150032,Forced Critical Hit,Forced Critical Hit
PROPSKILL_TXT_150033,Your next auto attack is guaranteed to be a critical hit.,Your next auto attack is guaranteed to be a critical hit.
PROPSKILL_TXT_150034,"Your critical chance is capped at 10%, while greatly increasing critical damage.","Your critical chance is capped at 10%, while greatly increasing critical damage."
PROPSKILL_TXT_150035,Barrage,Barrage
PROPSKILL_TXT_150036,Normal attacks have a chance to fire double arrows.,Normal attacks have a chance to fire double arrows.
PROPSKILL_TXT_150037,Increased Strike,Increased Strike
PROPSKILL_TXT_150038,Maintain Buff,Maintain Buff
PROPSKILL_TXT_150040,Heavy Shot,Heavy Shot
PROPSKILL_TXT_150041,Knocks back the target with an arrow.,Knocks back the target with an arrow.
PROPSKILL_TXT_150042,Increased Knockback,Increased Knockback
PROPSKILL_TXT_150043,Group Knockback,Group Knockback
PROPSKILL_TXT_150045,Repelling Shot,Repelling Shot
PROPSKILL_TXT_150046,Leap backwards after attacking the target.,Leap backwards after attacking the target.
PROPSKILL_TXT_150047,Long Jump,Long Jump
PROPSKILL_TXT_150048,Debuff,Debuff
PROPSKILL_TXT_150050,Condor Dive,Condor Dive
PROPSKILL_TXT_150051,Unleashes an area attack within the designated range.,Unleashes an area attack within the designated range.
PROPSKILL_TXT_150054,Quiver Master,Quiver Master
PROPSKILL_TXT_150055,Swift Hands,Swift Hands
PROPSKILL_TXT_150056,Your action speed increases when using non-magical skills.,Your action speed increases when using non-magical skills.
PROPSKILL_TXT_150057,Eagle Eye,Eagle Eye
PROPSKILL_TXT_150058,Call upon your inherent eagle to increase bow range.,Call upon your inherent eagle to increase bow range.
PROPSKILL_TXT_150059,Arcane Enchantment,Arcane Enchantment
PROPSKILL_TXT_150060,Provide Elemental status to the skills..,Provide Elemental status to the skills..
PROPSKILL_TXT_150061,Increased Element,Increased Element
PROPSKILL_TXT_150062,Decreased Element,Decreased Element
PROPSKILL_TXT_150063,Elemental Debuff,Elemental Debuff
PROPSKILL_TXT_150064,Laughter of La Croix,Laughter of La Croix
PROPSKILL_TXT_150065,You can ignore one instance of disable or weaken debuffs,You can ignore one instance of disable or weaken debuffs
PROPSKILL_TXT_150066,Successfull Debuff,Successfull Debuff
PROPSKILL_TXT_150067,Additional Shield,Additional Shield
PROPSKILL_TXT_150069,Chimera's Curse,Chimera's Curse
PROPSKILL_TXT_150070,"Use Chimera's spirit to curse your target, dealing damage and mutating them into an Aibatt. While mutated, they cannot attack. When fully charged, this skill has a 30% higher chance of success.","Use Chimera's spirit to curse your target, dealing damage and mutating them into an Aibatt. While mutated, they cannot attack. When fully charged, this skill has a 30% higher chance of success."
PROPSKILL_TXT_150071,Full charge duration increase,Full charge duration increase
PROPSKILL_TXT_150072,Full charge debuff increase,Full charge debuff increase
PROPSKILL_TXT_150073,Malefic Detonation,Malefic Detonation
PROPSKILL_TXT_150074,"Track the number of Disable type debuffs you apply, multiplying the bonuses given.","Track the number of Disable type debuffs you apply, multiplying the bonuses given."
PROPSKILL_TXT_150075,Weaken at full charge,Weaken at full charge
PROPSKILL_TXT_150076,Cooldown reduction,Cooldown reduction
PROPSKILL_TXT_150077,Shield,Tarcza
PROPSKILL_TXT_150078,Hexe's Lament,Hexe's Lament
PROPSKILL_TXT_150079,"Deal damage in a region around your target, with a chance to Jinx enemies hit, removing their ability to critically hit. When fully charged, the skill duration is increased, and hits more frequently.","Deal damage in a region around your target, with a chance to Jinx enemies hit, removing their ability to critically hit. When fully charged, the skill duration is increased, and hits more frequently."
PROPSKILL_TXT_150080,Aoe Range,Aoe Range
PROPSKILL_TXT_150081,Debuff increase,Debuff increase
PROPSKILL_TXT_150082,Damage increase,Damage increase
PROPSKILL_TXT_150083,Damnation Surge,Damnation Surge
PROPSKILL_TXT_150084,"Track the number of Weaken type debuffs you apply, multiplying the bonuses given.","Track the number of Weaken type debuffs you apply, multiplying the bonuses given."
PROPSKILL_TXT_150085,Sleep at full charge,Sleep at full charge
PROPSKILL_TXT_150087,Shield,Tarcza
PROPSKILL_TXT_150088,Enhanced Blinkpool,Enhanced Blinkpool
PROPSKILL_TXT_150089,Movement speed is temporarily increased after using Blinkpool.,Movement speed is temporarily increased after using Blinkpool.
PROPSKILL_TXT_150090,Additional damage disable,Additional damage disable
PROPSKILL_TXT_150091,Additional damage weaken,Additional damage weaken
PROPSKILL_TXT_150092,Debuff Damage Reduction,Debuff Damage Reduction
PROPSKILL_TXT_150093,Shield Crush,Shield Crush
PROPSKILL_TXT_150094,Swing your shield to stun enemies with a certain chance.,Swing your shield to stun enemies with a certain chance.
PROPSKILL_TXT_150095,Increased Range,Increased Range
PROPSKILL_TXT_150096,Quick Stun,Quick Stun
PROPSKILL_TXT_150097,Forceful Attack,Forceful Attack
PROPSKILL_TXT_150098,Maelstrom Strike,Maelstrom Strike
PROPSKILL_TXT_150099,"A spinning attack that releases a gust of wind, hitting nearby enemies twice with a chance to stun.","A spinning attack that releases a gust of wind, hitting nearby enemies twice with a chance to stun."
PROPSKILL_TXT_150100,Enhance Stun,Enhance Stun
PROPSKILL_TXT_150101,Quick Stun,Quick Stun
PROPSKILL_TXT_150103,Templar's Call,Templar's Call
PROPSKILL_TXT_150104,Pull your target towards yourself.,Pull your target towards yourself.
PROPSKILL_TXT_150105,Ankle Slice,Ankle Slice
PROPSKILL_TXT_150106,Strong Embrace,Strong Embrace
PROPSKILL_TXT_150107,Multi-capture,Multi-capture
PROPSKILL_TXT_150108,Rush Attack,Rush Attack
PROPSKILL_TXT_150109,Quickly charge at your target to attack.,Quickly charge at your target to attack.
PROPSKILL_TXT_150110,Deep Impact,Deep Impact
